Energie UV
13-05-2022 10:33:29.320
Date	Time	Energie UV
13-05-2022 10:33:30.700	136	0.000000
13-05-2022 10:33:31.701	1137	0.000000
13-05-2022 10:33:32.702	2138	0.000000
13-05-2022 10:33:33.702	3138	0.000000
13-05-2022 10:33:34.702	4138	0.000000
13-05-2022 10:33:35.702	5138	0.000000
13-05-2022 10:33:36.702	6138	0.000000
13-05-2022 10:33:37.702	7138	0.000000
13-05-2022 10:33:38.703	8139	0.000000
13-05-2022 10:33:39.703	9139	0.000000
13-05-2022 10:33:40.703	10139	0.000000
13-05-2022 10:33:41.704	11140	0.000000
13-05-2022 10:33:42.704	12140	0.000000
13-05-2022 10:33:43.705	13141	0.000000
13-05-2022 10:33:44.706	14142	0.000000
13-05-2022 10:33:45.706	15142	0.000000
13-05-2022 10:33:48.218
